uid	tcga_g5_6641_01a_11r_a32z_07_bed	tcga_ag_3605_01a_01r_0826_07_bed	tcga_ag_a025_01a_01r_a00a_07_bed	tcga_ei_6883_01a_31r_1928_07_bed	tcga_af_3400_11a_01r_a32z_07_bed	tcga_ei_6512_01a_11r_1736_07_bed	tcga_dc_5869_01a_01r_1660_07_bed	tcga_af_a56k_01a_32r_a39d_07_bed	tcga_af_2691_01a_01r_0821_07_bed	tcga_ag_3882_01a_01r_0905_07_bed	tcga_ah_6549_01a_11r_1830_07_bed	tcga_ei_6509_01a_11r_1736_07_bed	tcga_dc_6155_01a_11r_1660_07_bed	tcga_ag_a01j_01a_01r_a00a_07_bed	tcga_ag_3902_01a_01r_a32z_07_bed	tcga_f5_6464_01a_11r_1736_07_bed	tcga_ag_3901_01a_01r_1119_07_bed	tcga_af_6136_01a_11r_1830_07_bed	tcga_ei_6508_01a_11r_1736_07_bed	tcga_ag_3742_11a_01r_1660_07_bed	tcga_dc_6158_01a_11r_1660_07_bed	tcga_af_a56n_01a_12r_a39d_07_bed	tcga_f5_6702_01a_11r_1830_07_bed	tcga_dy_a1dg_01a_11r_a32y_07_bed	tcga_af_2693_01a_02r_1736_07_bed	tcga_f5_6863_01a_11r_1928_07_bed	tcga_af_5654_01a_01r_1660_07_bed	tcga_dc_6681_01a_11r_a32z_07_bed	tcga_ag_a01n_01a_01r_a00a_07_bed	tcga_dc_4749_01a_01r_1736_07_bed	tcga_bm_6198_01a_11r_1736_07_bed	tcga_ei_6506_01a_11r_1736_07_bed	tcga_ag_3742_01a_11r_1660_07_bed	tcga_ag_3728_01a_01r_0905_07_bed	tcga_ag_3609_01a_02r_0826_07_bed	tcga_ci_6623_01b_11r_1830_07_bed	tcga_ag_a011_01a_01r_a002_07_bed	tcga_dc_6156_01a_11r_1660_07_bed	tcga_ag_4005_01a_01r_1119_07_bed	tcga_ah_6544_01a_11r_1830_07_bed	tcga_af_3400_01a_01r_0821_07_bed	tcga_af_6655_01a_11r_1830_07_bed	tcga_ag_a00y_01a_02r_a002_07_bed	tcga_ag_3725_01a_11r_1736_07_bed	tcga_ag_3727_01a_01r_0905_07_bed	tcga_ag_3731_11a_01r_1736_07_bed	tcga_ag_a00c_01a_01r_a002_07_bed	tcga_ag_3731_01a_11r_1736_07_bed	tcga_ag_3578_01a_01r_0821_07_bed	tcga_ef_5831_01a_01r_1660_07_bed	tcga_ag_a032_01a_01r_a00a_07_bed	tcga_ci_6624_01c_11r_1830_07_bed	tcga_ci_6620_01a_11r_1830_07_bed	tcga_af_2689_11a_01r_a32z_07_bed	tcga_dy_a1de_01a_11r_a155_07_bed	tcga_ag_3890_01a_01r_1119_07_bed	tcga_ag_3601_01a_01r_0826_07_bed	tcga_af_2692_11a_01r_a32z_07_bed	tcga_ag_a01y_01a_41r_a083_07_bed	tcga_f5_6861_01a_11r_1928_07_bed	tcga_af_2692_01a_01r_0821_07_bed	tcga_af_2687_01a_02r_1736_07_bed	tcga_ag_a02n_01a_11r_a083_07_bed	tcga_ag_4008_01a_01r_1119_07_bed	tcga_dc_6157_01a_11r_1660_07_bed	tcga_ah_6547_01a_11r_1830_07_bed	tcga_ag_3591_01a_01r_1736_07_bed	tcga_ag_3575_01a_01r_0821_07_bed	tcga_ei_6514_01a_11r_1736_07_bed	tcga_ag_a01w_01a_21r_a083_07_bed	tcga_dc_5337_01a_01r_1660_07_bed	tcga_ag_3587_01a_01r_0821_07_bed	tcga_ag_3592_01a_02r_1736_07_bed	tcga_f5_6465_01a_11r_1736_07_bed	tcga_ag_3883_01a_02r_0905_07_bed	tcga_ei_6885_01a_11r_1928_07_bed	tcga_ag_3893_01a_01r_1119_07_bed	tcga_ag_3600_01a_01r_0826_07_bed	tcga_ah_6903_01a_11r_1928_07_bed	tcga_ag_3584_01a_01r_0821_07_bed	tcga_ag_3894_01a_01r_1119_07_bed	tcga_ei_6882_01a_11r_1928_07_bed	tcga_ag_3892_01a_01r_1119_07_bed	tcga_ag_3726_01a_02r_0905_07_bed	tcga_ag_3999_01a_01r_1119_07_bed	tcga_ag_3885_01a_01r_0905_07_bed	tcga_cl_4957_01a_01r_1736_07_bed	tcga_ag_3599_01a_02r_0826_07_bed	tcga_af_3913_01a_02r_1119_07_bed	tcga_ag_3581_01a_01r_0821_07_bed	tcga_f5_6571_01a_12r_1830_07_bed	tcga_f5_6810_01a_11r_1830_07_bed	tcga_ef_5830_01a_01r_1660_07_bed	tcga_af_a56l_01a_31r_a39d_07_bed	tcga_ag_3583_01a_01r_0821_07_bed	tcga_ag_3580_01a_01r_0821_07_bed	tcga_ag_a002_01a_01r_a002_07_bed	tcga_ag_3881_01a_01r_0905_07_bed	tcga_dy_a1df_01a_11r_a155_07_bed	tcga_ag_3594_01a_02r_0821_07_bed	tcga_ah_6643_01a_11r_1830_07_bed	tcga_ei_6510_01a_11r_1736_07_bed	tcga_af_6672_01a_11r_1830_07_bed	tcga_ag_a014_01a_02r_a002_07_bed	tcga_af_2691_11a_01r_a32z_07_bed	tcga_ag_4007_01a_01r_1119_07_bed	tcga_ag_a023_01a_01r_a00a_07_bed	tcga_af_5654_11a_11r_1660_07_bed	tcga_ag_3593_01a_01r_0821_07_bed	tcga_ag_3887_01a_01r_1119_07_bed	tcga_ei_7002_01a_11r_1928_07_bed	tcga_ag_3732_11a_01r_1660_07_bed	tcga_ag_3725_11a_01r_1736_07_bed	tcga_g5_6235_01a_11r_1736_07_bed	tcga_ag_3611_01a_01r_0826_07_bed	tcga_dc_6154_01a_31r_1928_07_bed	tcga_ag_a01l_01a_01r_a002_07_bed	tcga_ah_6643_11a_01r_1830_07_bed	tcga_af_3911_01a_01r_1736_07_bed	tcga_ag_4001_01a_02r_1119_07_bed	tcga_ag_a016_01a_01r_a002_07_bed	tcga_dy_a1dd_01a_21r_a155_07_bed	tcga_ag_a02g_01a_01r_a00a_07_bed	tcga_ag_3898_01a_01r_1119_07_bed	tcga_ag_a036_01a_12r_a083_07_bed	tcga_f5_6812_01a_11r_1830_07_bed	tcga_ei_6513_01a_21r_1736_07_bed	tcga_ag_a020_01a_21r_a083_07_bed	tcga_af_2690_01a_02r_1736_07_bed	tcga_ag_3909_01a_01r_1119_07_bed	tcga_dt_5265_01a_21r_1830_07_bed	tcga_ag_3732_01a_11r_1660_07_bed	tcga_ag_a015_01a_01r_a002_07_bed	tcga_ci_6622_01a_11r_1830_07_bed	tcga_ei_6881_01a_11r_a32z_07_bed	tcga_ei_6884_01a_11r_1928_07_bed	tcga_ag_a008_01a_01r_a002_07_bed	tcga_ah_6897_01a_11r_1928_07_bed	tcga_ag_4015_01a_01r_1119_07_bed	tcga_cl_5917_01a_11r_1660_07_bed	tcga_ag_a026_01a_01r_a00a_07_bed	tcga_f5_6814_01a_31r_1928_07_bed	tcga_dy_a1dc_01a_31r_a155_07_bed	tcga_ci_6619_01b_11r_1830_07_bed	tcga_dy_a0xa_01a_11r_a155_07_bed	tcga_af_4110_01a_02r_1736_07_bed	tcga_dc_6682_01a_11r_1830_07_bed	tcga_ag_3598_01a_01r_0826_07_bed	tcga_ag_3582_01a_01r_0821_07_bed	tcga_ag_3878_01a_02r_0905_07_bed	tcga_f5_6811_01a_11r_1830_07_bed	tcga_ag_4021_01a_01r_1736_07_bed	tcga_ag_3602_01a_02r_0826_07_bed	tcga_ag_3586_01a_02r_0821_07_bed	tcga_cl_5918_01a_11r_1660_07_bed	tcga_dy_a1h8_01a_21r_a155_07_bed	tcga_f5_6813_01a_11r_1830_07_bed	tcga_ag_3612_01a_01r_0826_07_bed	tcga_dc_6683_01a_11r_1830_07_bed	tcga_ag_3574_01a_01r_0821_07_bed	tcga_ag_a02x_01a_01r_a00a_07_bed	tcga_g5_6572_02a_12r_1830_07_bed	tcga_g5_6572_01a_11r_1830_07_bed	tcga_ag_a00h_01a_01r_a00a_07_bed	tcga_dc_6160_01a_11r_1660_07_bed	tcga_g5_6233_01a_11r_1736_07_bed	tcga_f5_6864_01a_11r_1928_07_bed	tcga_ag_4022_01a_01r_1736_07_bed	tcga_ag_3608_01a_01r_0826_07_bed	tcga_ah_6644_01a_21r_1830_07_bed	tcga_dc_4745_01a_01r_a32z_07_bed	tcga_ei_6917_01a_11r_1928_07_bed	tcga_ei_7004_01a_11r_1928_07_bed	tcga_ci_6621_01a_11r_1830_07_bed	tcga_ag_3896_01a_01r_1119_07_bed	tcga_ei_6507_01a_11r_1736_07_bed	tcga_ei_6511_01a_11r_1736_07_bed
TNPO2:ENSG00000105576:E17.2-E19.2|ENSG00000105576:E17.2-E18.1	0.84	0.76	0.91	0.78	0.97	0.88	0.9	0.75	0.88	1.0	0.87	0.84	0	0.88	0.82	0.94	0.86	0.9	0.88	0.89	0.75	0.92	0.94	0.79	0.96	0.88	0.89	0.93	0.92	0.93	0.84	0.87	0.82	0	0.95	0.9	0.86	0.84	0.91	0.88	0.96	0.95	0.96	0.93	0.82	0.89	1.0	0.94	0.85	0.89	0.9	0.86	0.83	0.83	0.84	0.77	0.87	0.84	0.94	0.76	0.91	0.88	0.93	0.95	0.89	0.83	0.82	1.0	0.81	0.89	0.89	0.81	0.81	0.9	0.73	0.81	0.91	0.91	0.9	0.58	0.94	0.82	0.89	0.76	0.88	0.81	0.92	1.0	0.88	0.83	0.89	0.91	0.97	0.72	0.91	0.93	0.93	0.83	0.55	0.9	0.87	0.87	0.92	0.91	0.87	0.87	0.95	0.94	0.9	0.83	0.83	0.87	0.82	0.92	0.77	0.85	0.93	0.8	0.9	0.94	0.83	0.87	0.83	0.83	0.94	0.8	0.96	0.98	0.91	1.0	0.81	0.89	0.95	0.95	0.93	0.8	0.78	0.9	0.85	0.93	0.93	0.88	0.95	0.74	0.81	0.86	0.89	0.85	0.84	0.71	0.85	0.87	0	0.94	0.75	0.85	0.87	0.96	0.93	0.96	0.81	0.88	0.92	0.76	0.83	0.82	0.81	0.89	0.77	0.84	0.98	0.87	0.81	0.87	0.89	0.89	0.93
ABHD11:ENSG00000106077:E2.5-E3.4|ENSG00000106077:U0.1_74301471-E4.5_73736327	0.63	0.5	0.42	0.9	0.86	0.89	0.74	0.57	0.34	0.84	0.63	0.77	0.55	0.39	0.55	0.74	0.85	0.52	0.67	0.84	0.8	0.51	0.67	0.52	0.67	0.79	0.68	0.81	0.5	0.71	0.41	0.57	0.62	0.96	0.96	0.77	0.33	0.59	0.45	0.88	0.3	0.68	0.64	0.63	0.98	0.83	0.55	0.61	0.4	0.76	0.53	0.84	0.71	0.88	0.63	0.32	0.64	0.89	0.83	0.78	0.33	0.65	0.41	0.38	0.73	0.76	0.66	0.74	0.81	0.65	0.82	0.57	0.68	0.76	0.57	0.57	0.55	0.62	0.78	0.32	0.77	0.8	0.55	0.9	0.74	0.61	0.92	0.77	0.53	0.76	0.56	0.69	0.78	0.5	0.76	0.44	0.42	0.78	0.53	0.49	0.73	0.62	0.49	0.47	0.88	0.37	0.59	0.92	0.57	0.73	0.61	0.85	0.8	0.63	0.2	0.66	0.38	0.91	0.59	0.47	0.45	0.54	0.49	0.51	0.51	0.47	0.77	0.46	0.73	0.54	0.57	0.51	0.64	0.73	0.69	0.75	0.81	0.81	0.37	0.78	0.29	0.86	0.84	0.56	0.56	0.85	0.81	0.82	0.67	0.91	0.82	0.67	0.63	0.64	0.67	0.45	0.86	0.72	0.86	0.6	0.4	0.78	0.89	0.28	0.77	0.58	0.69	0.57	0.67	0.51	0.77	0.79	0.81	0.76	0.49	0.61	0.91
ABHD11:ENSG00000106077:I3.1-E4.1|ENSG00000106077:E3.15-E4.1	0.1	0.03	0.07	0.04	0.06	0.06	0.06	0.23	0.03	0.09	0.06	0.03	0.1	0.1	0.1	0.08	0.11	0.07	0.09	0.0	0.05	0.18	0.0	0.1	0.08	0.05	0.04	0.04	0.14	0.08	0.08	0.17	0.1	0.0	0.15	0.05	0.04	0.06	0.07	0.05	0.0	0.15	0.11	0.08	0.0	0.04	0.14	0.08	0.15	0.05	0.23	0.06	0.2	0.07	0.19	0.16	0.11	0.08	0.13	0.04	0.19	0.06	0.08	0.0	0.1	0.07	0.07	0.11	0.13	0.07	0.04	0.14	0.14	0.12	0.14	0.09	0.06	0.09	0.05	0.04	0.08	0.09	0.0	0.1	0.1	0.05	0.11	0.12	0.04	0.0	0.11	0.06	0.0	0.12	0.12	0.13	0.0	0.06	0.13	0.09	0.04	0.1	0.12	0.05	0.08	0.11	0.16	0.1	0.11	0.04	0.08	0.0	0.07	0.12	0.0	0.12	0.08	0.12	0.12	0.0	0.05	0.11	0.09	0.09	0.16	0.11	0.05	0.12	0.08	0.07	0.05	0.13	0.0	0.2	0.08	0.06	0.06	0.07	0.06	0.04	0.09	0.0	0.09	0.1	0.09	0.04	0.0	0.0	0.05	0.06	0.07	0.0	0.0	0.07	0.06	0.14	0.08	0.1	0.1	0.05	0.08	0.15	0.06	0.05	0.1	0.09	0.07	0.11	0.1	0.0	0.04	0.06	0.05	0.12	0.0	0.13	0.08
IFT20:ENSG00000109083:E6.1-E7.1|ENSG00000109083:I6.1-E7.1	0.86	0.97	1.0	0.96	0.94	0.87	0.84	0.6	0.96	0	0.79	0.96	0	1.0	0.84	0.91	0.95	0.84	0.69	0.94	0.92	0.55	0.83	0.78	0.93	0.89	0.89	0.8	0.94	0.81	0.58	0.72	0.78	0	0.98	0.83	0.89	0.96	0.96	0.93	0.89	0.93	1.0	0.7	0	0.82	0.98	0.9	0.58	0.97	0.86	0.84	0.71	0.89	0.79	0.88	0.98	0.9	0.55	0.96	1.0	0.71	0.71	1.0	0.83	0.81	0.83	0.81	0.92	0.84	0.94	0.97	0.75	0.93	0	0.83	0.94	0.81	0.79	0.94	0.91	0.77	0.97	0	0.93	1.0	0.93	0.9	0.91	0.93	0.76	0.88	0.89	0.64	0.99	0.97	0.98	1.0	0.65	0.97	0.81	0.9	0.63	1.0	0.92	0.94	1.0	0.92	0.7	0.96	0.74	0.85	0.95	0.9	0.96	0.78	0	0.9	0.76	1.0	1.0	0.61	0.96	0.96	0.94	0.81	0.92	0.63	0.85	1.0	0.75	0.78	0.91	0.8	0.79	0.8	1.0	0.77	1.0	0.88	0.97	0.77	0.89	0.75	0.72	0.85	0.88	0.96	0.93	0	0.88	0.78	0.98	1.0	0.75	0.58	0.79	1.0	0.82	0.97	0.96	0.86	0.97	0.87	0.86	0.72	0.69	0.78	0.98	0.69	0.93	0.76	0.94	0.71	0.95	0.86	0.94
CTSC:ENSG00000109861:E3.2-E5.1|ENSG00000109861:E2.1-E6.1	0.26	0.36	0.25	0.36	0.24	0.3	0.34	0.43	0.33	0.25	0.27	0.27	0.8	0.38	0.27	0.45	0.37	0.21	0.29	0.4	0.39	0.29	0.42	0.52	0.27	0.41	0.34	0.29	0.35	0.31	0.38	0.25	0.31	0.23	0.24	0.37	0.4	0.36	0.36	0.22	0.32	0.31	0.22	0.33	0.11	0.24	0.27	0.28	0.34	0.43	0.4	0.23	0.24	0.37	0.4	0.45	0.22	0.35	0.21	0.34	0.37	0.39	0.36	0.44	0.32	0.3	0.29	0.45	0.27	0.23	0.31	0.29	0.28	0.34	0.39	0.26	0.28	0.29	0.31	0.32	0.25	0.23	0.46	0.32	0.23	0.22	0.18	0.29	0.43	0.28	0.38	0.47	0.46	0.27	0.2	0.31	0.34	0.17	0.71	0.29	0.17	0.26	0.41	0.3	0.3	0.26	0.28	0.23	0.36	0.24	0.27	0.35	0.42	0.22	0.36	0.33	0.29	0.4	0.27	0.31	0.26	0.62	0.23	0.37	0.29	0.51	0.26	0.22	0.37	0.22	0.63	0.39	0.4	0.19	0.27	0.34	0.22	0.24	0.26	0.34	0.29	0.41	0.55	0.26	0.29	0.29	0.38	0.26	0.22	0.27	0.48	0.2	0.2	0.28	0.3	0.72	0.4	0.44	0.24	0.39	0.2	0.26	0.38	0.39	0.28	0.33	0.56	0.31	0.39	0.31	0.33	0.36	0.38	0.3	0.28	0.23	0.35
FNBP4:ENSG00000109920:E19.1-E20.2|ENSG00000109920:E19.7-E20.2	0.58	0.53	0.5	0.3	0.6	0.4	0.4	0.43	0.44	0	0.34	0.36	0	0	0.32	0.4	0	0.24	0.28	0.59	0.45	0.21	0.31	0.24	0.46	0.23	0.48	0.67	0.27	0.3	0.32	0.25	0.37	0	0.5	0.6	0.6	0.26	0.4	0.59	0.25	0.31	0.44	0.4	0	0.36	0.55	0.36	0.33	0.2	0.4	0.56	0.3	0.66	0.31	0.44	0	0.53	0.17	0.26	0.24	0.24	0.13	0.27	0.32	0.28	0.32	0.21	0.48	0.25	0.38	0.5	0.48	0.22	0	0.23	0.3	0.55	0.34	0.27	0	0.46	0	0	0.22	0.78	0.47	0.54	0.61	0	0.22	0.47	0.38	0.22	0.45	0.56	0.33	0	0.3	0.22	0.51	0.26	0.2	0.42	0.79	0	0.55	0.62	0.18	0.44	0.27	0.28	0.52	0.49	0.21	0.39	0.48	0.5	0.4	0.36	0	0.21	0.33	0.64	0.47	0.42	0.26	0.24	0.44	0	0.36	0.32	0.31	0.46	0.4	0.41	0.33	0.41	0.45	0.45	0.33	0.25	0.53	0.2	0.25	0.62	0.64	0	0.75	0	0.28	0.23	0	0.6	0.5	0.11	0.53	0.5	0.49	0.35	0.18	0.48	0.32	0.42	0.54	0.29	0.29	0.31	0.44	0.26	0.66	0.41	0.68	0.3	0.4	0.18	0.54
FNBP4:ENSG00000109920:E20.2-E22.1|ENSG00000109920:E20.2-E23.2	0.12	0	0.0	0.3	0.16	0.15	0.25	0.14	0.3	0	0.1	0.29	0	0	0.06	0.33	0.27	0.36	0.19	0.16	0.12	0.26	0.07	0.12	0.14	0.27	0.17	0.15	0.27	0.29	0.04	0.25	0.33	0	0	0.18	0.1	0.17	0.08	0.03	0.11	0.25	0.45	0.12	0	0.16	0	0.07	0.22	0.11	0.1	0.1	0.17	0.37	0.15	0.25	0	0.19	0.09	0.08	0.16	0.26	0.05	0.11	0.17	0.14	0.11	0.1	0.18	0.11	0.13	0	0.17	0.14	0	0.33	0.1	0.2	0.1	0.37	0.1	0.12	0	0	0.5	0	0.24	0.09	0.27	0	0.19	0.15	0.0	0.27	0	0.09	0.09	0	0.14	0.23	0.16	0.09	0.03	0	0.12	0	0	0.12	0.07	0.11	0.28	0.19	0.19	0.19	0.4	0.21	0	0.2	0.19	0.18	0	0.47	0.0	0.09	0.42	0.07	0.17	0.0	0.17	0.0	0.15	0.28	0.27	0.16	0.03	0.06	0.33	0.21	0.15	0.23	0.31	0.15	0.14	0.25	0.13	0.22	0.17	0	0.08	0	0.23	0.07	0	0.31	0.23	0.42	0.2	0	0.14	0.06	0	0.29	0.17	0.1	0.28	0.12	0.08	0.08	0.0	0.22	0.0	0.07	0.0	0.17	0	0.14	0.11
HSPA8:ENSG00000109971:E7.5-E8.3|ENSG00000109971:E7.1-E8.23	0.8	0.8	0.73	0.71	0.76	0.79	0.78	0.74	0.8	0.58	0.8	0.78	0.67	0.73	0.81	0.78	0.83	0.76	0.79	0.8	0.81	0.77	0.77	0.75	0.8	0.69	0.78	0.82	0.78	0.76	0.74	0.8	0.82	0.63	0.79	0.78	0.76	0.8	0.8	0.74	0.8	0.78	0.79	0.76	0.51	0.8	0.79	0.79	0.8	0.78	0.77	0.81	0.79	0.79	0.74	0.79	0.79	0.82	0.83	0.7	0.8	0.78	0.81	0.76	0.82	0.77	0.76	0.82	0.78	0.83	0.77	0.79	0.76	0.78	0.56	0.77	0.75	0.74	0.8	0.78	0.75	0.81	0.76	0.54	0.75	0.64	0.77	0.79	0.81	0.75	0.8	0.78	0.78	0.75	0.76	0.81	0.8	0.6	0.75	0.79	0.76	0.77	0.73	0.8	0.81	0.78	0.76	0.77	0.82	0.75	0.75	0.84	0.81	0.8	0.79	0.7	0.79	0.74	0.78	0.78	0.81	0.72	0.76	0.83	0.84	0.76	0.79	0.85	0.77	0.79	0.72	0.82	0.84	0.78	0.82	0.75	0.8	0.72	0.78	0.81	0.75	0.7	0.76	0.77	0.75	0.79	0.75	0.83	0.78	0.63	0.77	0.77	0.78	0.8	0.77	0.61	0.78	0.75	0.79	0.82	0.77	0.76	0.77	0.78	0.82	0.73	0.7	0.77	0.79	0.79	0.81	0.74	0.74	0.76	0.77	0.78	0.77
ATG2A:ENSG00000110046:E36.1-E37.1|ENSG00000110046:I36.1-E37.1	1.0	1.0	1.0	0.89	1.0	1.0	1.0	0.73	1.0	0.44	0.89	0.97	0	0.67	0.82	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.86	1.0	0.94	1.0	1.0	0.78	1.0	1.0	1.0	1.0	0.8	1.0	1.0	1.0	1.0	0.76	1.0	1.0	1.0	1.0	0.91	1.0	1.0	1.0	0.96	0.9	0.97	1.0	0.9	1.0	1.0	1.0	1.0	1.0	0.94	0.67	1.0	1.0	0.74	0.84	0.92	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.62	1.0	0.88	0.68	1.0	1.0	1.0	1.0	0.65	1.0	1.0	1.0	0.71	1.0	1.0	1.0	0.93	1.0	1.0	0.79	1.0	1.0	1.0	1.0	0.92	0.77	0.87	0.82	1.0	0.97	1.0	1.0	1.0	1.0	0.79	0.65	1.0	1.0	1.0	0.79	1.0	1.0	1.0	0	0.92	1.0	1.0	1.0	1.0	0.63	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.92	1.0	1.0	1.0	1.0	1.0	1.0	0.94	1.0	1.0	0.59	0.92	0.68	0.94	1.0	1.0	0.88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	0.56	0.84	1.0	0.89	0.95	1.0	1.0	1.0	0.89	1.0	1.0	1.0	1.0	0.9	1.0	1.0	0.93	0.88	0.96	1.0	1.0	1.0
PTPMT1:ENSG00000110536:E1.7-E2.1|ENSG00000110536:E1.7-E3.1	0.55	0.64	0.66	0.6	0.56	0.58	0.57	0.57	0.58	0.55	0.55	0.54	0.18	0.55	0.63	0.58	0.6	0.35	0.45	0.65	0.48	0.6	0.61	0.57	0.67	0.36	0.7	0.61	0.44	0.51	0.4	0.55	0.6	0.66	0.67	0.49	0.73	0.57	0.52	0.59	0.72	0.73	0.62	0.51	0.54	0.71	0.57	0.57	0.51	0.54	0.45	0.62	0.58	0.66	0.69	0.64	0.63	0.63	0.64	0.6	0.48	0.6	0.68	0.65	0.52	0.52	0.65	0.81	0.51	0.54	0.66	0.49	0.48	0.57	0.65	0.64	0.67	0.63	0.68	0.77	0.56	0.63	0.77	0.59	0.35	0.56	0.56	0.67	0.37	0.73	0.62	0.58	0.5	0.44	0.6	0.69	0.7	0.79	0.49	0.66	0.53	0.63	0.53	0.67	0.57	0.56	0.67	0.66	0.51	0.62	0.67	0.66	0.72	0.68	0.57	0.57	0.39	0.59	0.6	0.68	0.55	0.53	0.44	0.58	0.49	0.46	0.62	0.55	0.69	0.72	0.48	0.63	0.36	0.54	0.45	0.73	0.47	0.74	0.47	0.56	0.4	0.46	0.42	0.51	0.59	0.64	0.66	0.64	0.36	0.74	0.59	0.58	0.65	0.78	0.56	0.51	0.65	0.55	0.63	0.54	0.5	0.68	0.53	0.56	0.5	0.68	0.62	0.52	0.68	0.44	0.64	0.71	0.74	0.57	0.4	0.65	0.58
ITFG2:ENSG00000111203:E15.1-E16.6|ENSG00000111203:I15.1_2848236-E16.6	0.63	1.0	0	0.95	0.52	1.0	0.63	1.0	0	0	1.0	0.83	1.0	0	0.6	0	0	0	0.48	0	1.0	0.96	1.0	0.82	1.0	0.97	1.0	0.92	0	1.0	1.0	1.0	1.0	0	0	1.0	0	0	0	1.0	0	1.0	0	0.33	0	0.44	0	0.62	0	0.92	0	0.94	1.0	1.0	0.96	0	0	0	0	1.0	0	1.0	0.5	0	1.0	0	0.56	0	0	0.89	1.0	0	1.0	0.93	0	0	0	0.41	0.97	0	0	0.95	0	0	0	0	1.0	0	0	0	0.82	0.97	0.9	0.9	0	0	0	0	1.0	0	0.89	1.0	0	0.51	0	0	0	1.0	0	0	1.0	0	0	1.0	0	0.85	1.0	0	0.96	0	0	0.94	0	0	0	1.0	1.0	1.0	0.92	0	0.91	0.58	0	0	0.52	1.0	0	0	0	0.48	0	1.0	1.0	1.0	0.34	1.0	1.0	0	0	0	0	0	0	0	1.0	0.58	1.0	0	1.0	0	0	0	0.82	0	1.0	1.0	0.88	0.92	0	0.52	1.0	0.62	0.87	1.0	0.43	0.96	0.95
ITFG2:ENSG00000111203:I15.1_2848236-E16.6|ENSG00000111203:E15.1-E16.6	0.0	0.0	0	0.0	0.48	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.4	0	0	0	0.52	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0	0.0	0	0.38	0	0.44	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0.0	0.42	0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0.53	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	0	0.49	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0.0	0.41	0	0	0.48	0.0	0	0	0	0.49	0	0.0	0.0	0.0	0.3	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAD10:ENSG00000111271:E24.1-E25.5|ENSG00000111271:E24.1-E25.2	0.83	0.93	1.0	0.94	0.9	0.81	0.98	0.9	0.93	0	0.96	0.91	0	0.77	0.9	0.94	0	0.92	0.88	0.9	0.91	0.9	0.91	1.0	0.88	0.94	0.91	0.88	0.61	0.92	0.88	0.86	0.89	0	0.64	0.98	0.88	0.9	0.94	0.85	0	0.94	0	0.84	0	0.98	0	0.78	0.87	0.93	1.0	0.96	0.8	0.88	0.5	0.86	0.76	0.98	0.84	0.84	0	0.88	0.86	0.73	0.81	0.91	1.0	0.91	0.92	0.71	0.95	0	0.94	0.92	0	0.86	0.79	1.0	0.92	0.82	1.0	0.88	0.91	0	0	0.92	0.82	0.9	0	0	0.86	0.75	0.91	0.86	0.78	0	0	0.78	0.95	0	0.91	0.84	0.92	1.0	0.98	0.93	0.83	0.84	0.76	0.9	0.73	0.82	0.9	0.88	0	0.88	0.96	0.9	0.87	0	0.93	0.93	1.0	1.0	0.89	0.92	0.69	0.9	0.94	0	0.94	0.96	1.0	0.97	0.93	0.91	0.94	0.82	0.86	0.96	1.0	0.92	0.93	0.75	0.94	0.97	1.0	0	0.59	1.0	0.85	0.87	0	1.0	0.89	0.85	0.91	0.84	0.94	1.0	1.0	0.98	0.8	0.67	0.95	0.73	0.83	0.84	0.89	0.97	0.78	0.88	0.84	0.92	0	0.87	0.95
